gene	DAY0_rep1	DAY0_rep2	DAY0_rep3	DAY4_rep1	DAY4_rep2	DAY4_rep3	DAY7_rep1	DAY7_rep2	DAY7_rep3	EARLY_DAY10_rep1	EARLY_DAY10_rep2	EARLY_DAY10_rep3	LATE_DAY10_rep1	LATE_DAY10_rep2	LATE_DAY10_rep3	DAY14_rep1	DAY14_rep2	DAY14_rep3	DAY21_rep1	DAY21_rep2	DAY21_rep3
C2cd6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem237	755	681	668	391	372	400	476	415	486	566	644	581	261	220	227	357	353	248	279	271	303
Mpp4	3	4	7	3	3	5	5	3	2	7	4	3	1	0	3	0	0	1	0	0	1
Als2	1008	875	869	856	884	831	730	704	802	912	1123	913	298	442	437	294	350	365	399	378	478
Cdk15	169	201	150	112	103	111	93	75	88	108	149	121	34	56	61	36	30	42	94	40	11
Fzd7	4646	4353	4370	2772	2695	2774	2375	2148	2439	2672	2925	2687	970	1166	1165	1389	1139	955	1276	807	1078
Sumo1	2818	2567	2673	2302	2209	2282	2305	2067	2492	2251	2762	2426	986	1038	923	1179	1272	1135	1050	1090	1254
Nop58	5379	5244	5095	3071	3163	3384	2579	2351	2637	3032	3618	3119	1393	1055	1413	2801	2422	1705	2901	2319	2190
Snord70	4	1	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Snord11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmpr2	5619	4991	4743	5042	4814	4617	4536	4358	4837	4581	5361	4682	1580	2020	2234	2418	2010	1926	3052	2225	3147
Fam117b	2298	2026	2038	1959	1928	1835	2416	2255	2608	2030	2369	2090	801	933	844	1050	930	802	1139	848	1183
Ica1l	20	12	12	11	12	10	12	9	12	11	8	5	0	6	0	19	1	15	1	1	14
Wdr12	1494	1369	1366	770	938	919	654	665	780	798	981	844	337	444	265	589	542	343	340	483	427
Carf	417	433	363	326	444	348	304	319	349	294	360	365	96	157	156	117	178	199	143	128	138
Nbeal1	1784	1695	1546	2609	2609	2445	2110	2073	2364	2065	2313	1942	801	699	1010	910	1008	956	1274	866	1237
Cyp20a1	2589	2391	2442	3888	4064	3794	3341	3059	3580	2620	3074	2785	1136	1286	947	1891	1707	1469	1751	1598	1938
Abi2	2286	2094	2039	2554	2370	2139	2463	2468	2792	2149	2695	2409	925	987	962	1619	1009	1056	1473	1020	1403
Raph1	2907	2689	2616	10180	10509	9287	10051	10710	11393	7186	8333	6746	2663	3019	3163	5061	3180	4316	4682	3335	5322
Cd28	3	2	2	9	4	6	1	3	6	13	12	18	0	1	12	4	0	1	15	5	7
Ctla4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Icos	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pard3b	466	449	383	383	434	397	474	448	552	547	588	530	166	247	254	278	240	332	465	335	446
Pard3bos1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pard3bos2	1	1	0	1	0	0	1	0	3	0	3	0	0	0	1	0	0	0	0	0	0
Pard3bos3	29	14	16	9	12	9	8	5	4	7	10	11	8	1	3	6	1	5	4	6	5
Nrp2	33514	31441	31418	28879	29347	28892	24102	23173	25798	29388	33551	31216	10933	13271	13305	20226	12104	16940	23202	15990	22430
Ino80d	1555	1455	1388	1428	1318	1291	1111	1221	1296	1352	1545	1282	458	568	640	818	632	607	676	642	654
Ino80dos	85	88	73	38	51	43	60	53	64	65	57	41	14	30	22	39	43	18	32	27	53
Ndufs1	2297	2117	2228	1757	1808	1736	1692	1644	1991	1781	2163	1850	792	724	775	939	843	955	1173	830	1129
Eef1b2	39859	35042	34504	36063	36952	35376	33676	30957	35941	21911	26318	23206	10075	9000	9170	10377	13906	10316	9896	9560	9011
Snora41	1	1	1	1	1	2	1	1	2	1	1	1	0	0	0	1	1325	0	0	1	0
Gpr1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1
Platr12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdbf2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Adam23	3044	2753	2740	1029	987	934	992	958	990	1576	1785	1600	466	767	761	591	451	391	478	461	536
Dytn	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Mdh1b	18	5	5	11	14	14	8	6	7	14	10	6	4	4	4	5	5	3	2	2	3
Fastkd2	827	594	620	685	732	812	560	500	697	686	784	769	222	382	296	276	411	344	232	222	355
Klf7	2029	1790	1778	1533	1498	1326	1385	1464	1580	1452	1659	1443	531	634	647	925	725	622	778	683	930
Mir6899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creb1	2773	2608	2486	2265	2361	2278	2006	1931	2165	2016	2405	2164	765	845	1010	1236	1173	934	1046	943	1248
Mettl21a	1176	1097	1016	934	1022	955	836	807	871	692	836	735	401	259	235	270	436	291	258	301	286
Ccnyl1	1362	1251	1168	1208	1190	1271	1317	1097	1452	1256	1505	1404	434	730	508	598	662	669	609	677	768
Fzd5	2377	2120	2145	3241	3010	2983	3131	3171	3564	3612	3941	3616	1290	1764	1409	2443	1806	1595	2327	2289	3228
Plekhm3	669	597	802	782	834	853	692	628	867	717	635	590	210	272	299	324	373	178	314	299	628
Akr1cl	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cryge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Crygc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Idh1	2943	2689	2813	6203	5886	5674	5316	4898	5786	3983	4521	4099	1659	1597	1741	1930	1768	2182	2153	1597	2031
Pikfyve	1694	1630	1573	3233	3200	2915	2490	2265	2836	2388	2647	2336	957	943	1024	1229	908	1120	1474	1018	1513
Pth2r	0	0	0	6	1	8	1	12	7	0	0	0	0	0	0	12	0	1	0	0	0
Crygf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map2	219	129	155	41	51	44	134	72	98	109	160	150	46	75	47	54	19	12	12	15	13
Unc80	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpe	1995	1781	1863	1595	1644	1653	1553	1453	1681	1486	1807	1555	603	624	695	728	940	581	629	678	778
Kansl1l	697	700	667	685	624	742	560	567	627	781	873	756	279	325	355	454	348	373	439	408	508
Acadl	1876	1692	1754	1181	1229	1216	1260	1204	1269	1329	1575	1385	499	656	554	527	555	521	647	549	646
Myl1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Lancl1	1789	1620	1580	1043	1125	1094	1132	898	1172	1062	1231	1053	454	415	456	567	499	434	456	427	606
Cps1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erbb4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Ikzf2	165	155	131	85	71	76	79	66	82	93	82	67	22	27	49	53	36	18	41	35	23
Spag16	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwc2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bard1	224	205	223	47	49	44	72	63	79	195	232	204	47	120	84	152	90	124	177	129	186
Abca12	1	119	0	64	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1
Atic	5017	4594	4729	2712	2805	2739	2933	2567	3156	3058	3720	3334	1273	1393	1345	2022	1753	1336	2006	1736	2026
Fn1	378540	354325	359634	300115	307420	291196	256196	257265	285990	479097	544118	483911	138243	245732	223179	138744	119028	104075	146596	109008	169869
Apol7d	34	19	15	14	22	14	18	11	24	18	1	13	9	1	8	8	10	1	9	5	5
Mreg	104	99	89	80	81	91	88	88	122	153	166	145	50	76	60	42	78	24	35	45	57
Pecr	458	376	393	426	403	471	471	379	485	270	313	274	114	122	105	168	171	84	125	179	136
Tmem169	23	11	24	9	12	17	8	29	18	25	20	12	5	8	10	9	5	7	13	5	29
Xrcc5	1774	1552	1613	1052	1074	1109	1046	946	1042	1110	1363	1156	430	535	477	467	540	479	465	470	552
March4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0
Smarcal1	880	799	732	637	739	697	757	756	812	770	898	763	287	362	319	449	349	338	340	390	436
Ankar	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl37a	24530	22299	22783	20388	20454	19395	24850	20852	26090	17520	20195	18246	8125	7202	6817	8546	11068	7392	8401	8140	8129
Igfbp2	395	364	370	369	367	382	434	438	511	431	480	448	207	194	137	218	153	151	168	164	191
Igfbp5	1434	1228	1289	283	295	344	352	419	489	558	702	646	179	287	300	202	312	76	199	295	380
Tnp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pinc	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Mir6351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tns1	1622	1569	1533	4085	3571	3682	4555	4425	5080	4808	5794	4476	1559	2365	2101	2928	2408	2909	3085	2401	3781
Rufy4	0	0	0	37	35	29	57	47	74	34	58	54	24	22	12	21	34	22	22	43	50
Cxcr2	7	5	5	6	5	9	7	4	6	7	8	3	0	0	1	26	26	28	1	23	74
Cxcr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpc2	10830	9825	9491	8533	8482	8224	10060	9026	10679	8864	10538	9507	3720	4065	3686	4824	5438	3894	5369	4802	5326
Gpbar1	0	1	0	0	1	1	1	3	4	0	0	5	3	1	0	0	0	0	1	0	0
Aamp	4850	4543	4586	3614	3596	3499	4032	3562	4295	3509	4182	3728	1348	1611	1582	1790	2149	1543	1815	1950	2140
Pnkd	1545	1345	1425	1048	1002	972	1290	1107	1405	1228	1357	1259	428	646	466	512	702	616	487	514	650
Tmbim1	5268	4853	5143	6832	6859	6172	7786	6398	7562	5428	6825	5350	2240	2435	2294	2873	2536	2556	3031	2546	2987
Catip	3	3	3	3	0	0	1	1	0	1	1	3	3	0	0	1	0	0	0	0	0
Slc11a1	17	17	8	18	29	32	18	13	29	51	86	53	10	11	60	13	25	3	22	11	20
Ctdsp1	5621	5302	5014	4564	4456	4114	5549	4678	5692	5394	6181	5714	2158	2367	2344	2803	2663	2587	2936	2864	3579
Mir26b	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vil1	0	1	0	0	1	0	3	0	2	6	3	16	9	0	0	0	1	1	1	0	3
Usp37	1492	1269	1211	720	772	729	757	702	861	991	1229	996	430	453	390	713	665	314	517	366	487
Cnot9	2165	1990	1982	1183	1243	1202	1249	1219	1446	1701	1923	1740	600	816	725	893	821	710	955	843	984
Plcd4	30	29	44	20	29	38	8	15	21	12	18	10	2	8	6	5	2	3	1	24	53
Zfp142	1273	1224	1109	1080	1083	1105	875	851	892	1108	1259	1092	296	498	601	772	401	341	475	529	488
Bcs1l	670	657	632	538	549	534	520	480	586	442	615	473	246	172	183	306	248	300	277	223	274
Rnf25	826	728	720	785	868	738	739	596	730	561	653	520	213	208	269	236	276	254	231	244	289
Stk36	231	130	177	193	160	115	139	152	119	74	121	87	28	49	37	47	81	34	38	34	29
Ttll4	1553	1547	1568	1463	1440	1556	1296	1261	1404	1327	1634	1312	313	724	698	758	554	661	950	403	780
Cyp27a1	40	42	38	27	55	45	30	33	38	30	35	19	13	13	9	15	18	9	19	11	7
Prkag3	116	122	117	80	117	109	109	82	94	90	111	89	47	39	30	50	53	28	67	42	30
Wnt6	1125	987	1059	1626	1664	1444	1964	1620	1851	1326	1410	1299	565	497	538	755	630	641	488	434	399
Wnt10a	1184	1046	1027	1915	1837	1764	1592	1359	1648	998	1058	1054	361	421	458	516	451	402	409	238	327
Cdk5r2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fev	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0
Cryba2	8	9	8	75	107	104	92	75	82	18	21	33	7	8	15	14	23	23	14	7	4
Mir375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap65	0	2	0	8	11	9	4	5	7	7	4	1	1	4	0	1	4	10	4	0	3
Ihh	0	5	5	5	11	10	15	18	10	7	12	14	6	4	4	1	4	10	3	6	0
Nhej1	116	111	107	409	441	372	781	625	779	360	417	370	193	149	112	355	248	276	202	232	193
Slc23a3	2	3	6	9	13	19	14	8	10	9	23	17	12	4	4	8	6	5	7	1	0
Cnppd1	1953	1807	1780	4293	4260	3995	4570	3864	4677	3033	3169	2977	1145	1169	1339	1748	1779	1502	1763	1471	1746
Retreg2	2211	2160	2170	3451	3561	3486	3596	3206	3739	3268	3837	3567	1370	1416	1449	1701	1912	1612	1892	1551	1750
Zfand2b	562	474	507	677	788	715	637	518	676	533	635	605	203	274	230	325	338	242	287	248	303
Abcb6	616	597	572	980	1034	987	843	789	871	901	946	815	322	328	409	532	452	472	572	447	577
Atg9a	1889	1833	1786	2125	2170	1937	1977	1800	2163	1889	2135	1926	774	826	762	1049	736	811	1022	868	1118
Ankzf1	741	756	695	870	919	934	857	794	887	536	629	550	194	270	220	394	334	268	305	213	351
Glb1l	527	514	437	451	456	466	468	336	406	436	561	477	163	137	289	314	199	254	247	164	256
Stk16	2064	1880	1921	1738	1885	1770	1982	1714	2065	1799	2079	1865	674	801	810	623	1012	845	859	821	833
Tuba4a	1	0	1	5	1	4	4	3	0	1	1	0	0	0	1	3	0	0	0	0	2
Dnajb2	1277	1384	1292	1281	1315	1222	1310	1073	1221	1061	1287	1203	351	561	512	606	657	467	537	579	642
Ptprn	568	539	481	230	147	163	57	59	63	135	139	110	41	49	65	9	38	17	13	16	28
Resp18	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dnpep	1823	1758	1550	1780	1785	1772	1593	1347	1648	1284	1462	1393	577	466	598	579	767	545	597	549	706
Des	105	98	94	129	94	99	119	111	125	81	117	89	39	48	27	52	137	53	97	58	66
Speg	2090	1755	1884	1281	1353	1365	1117	942	1200	1143	1138	1135	408	325	638	511	629	480	533	501	660
Gmppa	1980	1745	1837	3124	3277	3088	3137	2685	3307	1958	2207	1995	785	857	805	1365	1132	925	1122	998	1063
Asic4	1	1	0	0	0	4	3	1	3	3	1	3	3	0	0	0	0	1	0	2	1
Chpf	6592	6028	5932	6897	6598	6361	7243	6360	7545	5378	6103	5492	2177	2246	2313	1908	1938	1668	2075	1515	1781
Obsl1	4042	3860	3762	3673	3654	3687	3467	3210	3750	3003	3450	2847	1090	1302	1308	1454	1176	1455	1196	1178	1484
Tmem198	65	58	86	86	93	139	84	76	77	61	64	65	33	20	22	31	24	24	31	23	33
Inha	64	91	70	72	67	53	55	64	81	60	61	38	24	18	21	33	30	37	30	21	33
Stk11ip	643	619	679	782	775	856	693	656	807	698	694	611	206	285	312	179	353	351	283	251	279
Slc4a3	1003	859	860	714	777	698	614	608	686	625	614	481	250	248	186	344	130	205	191	146	249
Mir6343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epha4	895	737	769	252	256	232	244	280	247	324	397	370	125	169	140	113	101	95	94	143	146
Mir6352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pax3	629	597	595	641	668	661	612	541	656	714	813	761	286	305	317	357	285	322	371	292	466
Sgpp2	21	17	24	17	26	24	8	14	16	22	14	15	5	6	10	15	7	12	7	4	7
Farsb	1819	1566	1723	1212	1316	1221	1205	1059	1282	1141	1293	1150	451	551	424	831	742	498	680	581	838
Mogat1	0	7	0	0	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Acsl3	2875	2371	2388	1996	1624	1869	1163	1037	1112	1387	1698	1628	543	828	516	942	553	774	874	639	834
Utp14b	675	623	637	396	415	413	262	252	289	324	387	324	124	149	137	192	134	242	194	186	191
Kcne4	2	3	2	14	3	12	11	9	12	9	6	7	0	4	6	7	1	3	8	3	2
Scg2	3	1	1	6	3	0	1	3	3	1	0	4	0	2	0	0	0	0	2	1	0
Ap1s3	50	45	50	39	34	29	30	27	37	33	37	31	8	21	13	11	19	14	23	8	16
Wdfy1	2586	2361	2306	1881	2088	1809	1756	1671	1858	1714	2151	1905	762	615	910	923	862	620	765	724	833
Mrpl44	648	507	575	427	468	461	534	472	543	481	567	493	192	183	236	274	283	204	269	253	309
Serpine2	6761	6364	6396	6801	6874	6664	6422	6112	7033	9831	11937	10302	4344	4127	4215	5447	4530	4541	5013	4481	5431
Fam124b	0	0	4	46	31	45	50	63	35	35	38	25	10	10	22	18	24	20	22	20	20
Cul3	5441	5001	4627	3459	3575	3538	3577	3158	3798	3557	4274	3646	1377	1639	1543	1846	2711	1855	2218	2182	2063
Dock10	61	49	70	30	33	33	21	12	18	20	44	27	11	9	16	9	6	17	31	9	12
Nyap2	4	1	3	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	4
Mir6344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irs1	18585	16716	15928	9403	8803	9487	5924	5882	6677	7815	8739	7668	2515	3774	3412	3754	1923	3705	3807	2866	4358
Rhbdd1	1592	1384	1418	1495	1735	1718	1186	1132	1374	1059	1196	1138	353	523	483	629	622	362	661	495	652
Col4a4	10	11	3	6	13	9	10	6	9	6	9	9	2	4	3	4	8	5	7	1	3
Col4a3	2	2	5	2	3	3	1	2	3	3	3	0	0	0	1	0	1	0	0	1	0
n-R5s213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mff	2998	2619	2785	2332	2633	2619	2391	2279	2649	2229	2494	2203	842	933	978	1253	1126	912	1088	979	1224
Tm4sf20	0	0	1	0	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Agfg1	4096	3515	3507	2523	2457	2541	2337	2224	2556	2521	2946	2639	948	1007	1271	1561	1173	1120	1334	1162	1463
Slc19a3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
Krtap28-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap28-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daw1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
n-R5s214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphkap	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Pid1	3454	3160	3258	2245	2156	1996	3604	3344	3875	2748	3060	2790	1157	1117	1136	1591	1473	1491	1847	1430	1712
Mir6353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dner	6	0	5	8	1	6	7	9	11	17	22	15	7	10	6	21	14	14	38	38	56
Mir5126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trip12	11470	10755	10360	9943	9912	9186	8297	8628	9275	8601	10229	8891	2921	4365	3798	5381	3731	4041	4739	3932	5511
Fbxo36	259	202	214	276	274	288	290	248	305	186	235	222	71	79	106	64	66	80	87	75	72
Slc16a14	177	180	196	67	127	80	47	38	39	15	16	15	7	5	8	12	10	1	14	5	15
Sp110	326	318	269	148	146	147	210	189	182	255	253	202	59	116	113	102	81	75	77	74	124
Sp140	474	400	386	269	218	210	245	276	311	251	303	259	75	100	152	95	104	65	85	99	79
Sp100	254	213	206	104	102	123	171	121	138	141	160	144	59	48	69	47	71	50	76	49	73
n-R5s215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir8096	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Cab39	4184	3590	3732	7729	7669	7162	8324	7836	9289	5899	6880	6207	2723	2332	2453	4141	3349	3319	3742	3008	3360
Itm2c	9647	8940	8803	7546	7553	7526	8131	7263	8828	6677	7976	7081	2859	2915	2838	2904	3355	2524	3087	2798	3271
Gpr55	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Spata3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd1	6583	5915	6163	4524	4770	4558	4366	3893	4490	4865	5806	5140	1933	2267	2080	2083	2425	2310	2678	2238	2858
Htr2b	3	4	0	1	3	3	3	2	0	1	8	0	1	0	0	0	0	0	15	0	1
Armc9	632	572	620	544	645	611	545	482	550	478	618	529	148	277	228	373	281	174	326	179	222
B3gnt7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncl	36805	33657	33849	17052	18052	17911	15407	13978	16165	17512	20823	19071	7073	7473	8247	12590	12128	9595	12366	10815	11610
Snora75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Snord82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmur1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	5	0	0	0
Tex44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Ptma	46772	41917	41677	22701	23297	22650	25834	21806	26484	30250	36331	33409	13517	13548	12549	14958	19519	12519	14418	14000	14807
Pde6d	1330	1134	1202	945	993	932	1159	932	1224	992	1201	1091	473	436	390	487	543	495	368	477	534
Cops7b	720	624	556	532	576	522	523	472	571	536	602	560	199	232	245	326	316	230	298	229	254
Nppc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dis3l2	496	478	467	467	496	457	551	548	555	496	596	486	185	219	224	247	259	229	271	262	256
Alppl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecel1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss56	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrnd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrng	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eif4e2	3928	3361	3595	2945	3013	2953	3038	2743	3250	2530	2920	2688	1031	1087	1113	1159	1367	1178	1238	1268	1152
Efhd1	2329	2094	2205	4348	4770	4326	3556	3029	3473	2638	2913	2729	969	1217	1117	887	1140	690	824	678	666
Efhd1os	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0
Gigyf2	3588	3245	3259	3303	3180	3177	3120	2772	3446	2936	3284	2897	1059	1395	1182	1707	1654	1066	1513	1251	1513
Kcnj13	0	0	1	1	1	0	0	0	0	1	1	2	0	0	0	0	1	0	675	0	0
Snorc	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1
Ngef	1	0	1	17	38	25	58	50	57	49	57	49	23	22	17	101	59	37	104	131	137
Neu2	6	7	2	36	33	28	70	45	63	50	39	34	21	16	13	54	68	29	82	55	90
Inpp5d	11	9	9	5	15	8	37	35	42	25	27	29	17	6	10	35	69	14	55	56	64
Atg16l1	1035	919	981	937	933	945	821	794	937	795	953	831	323	348	351	466	446	369	474	307	494
Scarna6	0	2	0	0	1	0	0	2	1	2	1	0	0	0	1	3	0	0	0	0	1
Sag	46	43	51	24	25	24	18	19	23	40	41	30	24	11	8	18	1	7	15	15	11
Dgkd	3296	2954	3082	2329	2248	2195	2296	2208	2613	2327	2754	2466	931	940	1125	1166	1290	1155	1339	1186	1351
Usp40	1919	1740	1707	1189	1297	1243	1249	1172	1314	1338	1480	1293	486	581	570	642	619	603	669	554	719
Ugt1a10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ugt1a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a8	0	0	0	0	0	46	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ugt1a7c	87	94	99	53	78	60	41	22	40	34	31	18	1	16	17	27	4	4	1	22	18
Ugt1a6b	10	2	5	0	0	0	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0
Ugt1a6a	557	523	415	135	117	194	109	107	114	284	332	247	75	151	124	23	291	12	23	54	50
Ugt1a5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	16687	16197	0	0	0	0
Ugt1a2	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	8671	0	0	9974
Dnajb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ugt1a1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mroh2a	90	112	87	91	85	123	170	117	116	177	219	271	62	92	113	134	79	134	153	132	126
Hjurp	6322	5848	5897	3278	3377	3016	3817	3713	4217	5779	7072	5523	2075	2734	2499	4293	3356	4146	3501	2302	3292
Trpm8	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Spp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glrp1	53	43	55	84	107	116	30	26	45	25	33	34	13	8	17	27	16	15	30	29	39
Arl4c	234	228	230	2766	2622	2375	3901	3683	4336	2599	3125	2715	1266	1032	1033	1606	1580	1447	2006	1237	1246
Platr5	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Sh3bp4	1613	1455	1416	2042	2051	1917	2403	2187	2582	2543	2922	2758	1058	1207	1004	1683	1024	1280	2043	1796	2236
Agap1	2143	1831	1877	2944	2666	2692	2723	2469	2822	2598	2813	2661	1020	1087	1103	1512	1148	1077	1504	1334	1308
Gbx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asb18	16	13	22	14	9	5	9	14	10	12	12	8	5	1	6	4	5	6	12	6	0
Iqca	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Ackr3	157	143	138	211	235	198	326	284	370	167	155	151	69	68	52	165	107	96	90	105	89
Cops8	3012	2571	2827	2300	2416	1997	2240	2016	2418	2151	2585	2261	755	1093	945	1117	1095	957	1051	1313	1323
Col6a3	84833	82478	79998	66217	69193	61907	51782	52106	58598	65930	69857	62841	21266	28987	29240	33959	26409	22468	34501	19986	29582
Mlph	11	12	10	46	35	29	104	157	163	110	137	129	68	44	37	66	87	73	169	106	148
Prlh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab17	0	0	0	114	220	0	116	110	103	0	0	0	1	1	1	1	1	0	1	0	0
